PE IR                   SPECTRUM    ASCII       PEDS        1.60        
  -1
FR220767.ASC
22/05/31
14:41:22.00
22/05/31
14:41:22.00
Administrator
Tinta cinza escuro removida com auxilio de um estilete na superficie da Amostra denominada A 2 - Porta de passageiros - sem nenhum tratamento - IR/UATR 80N - Vitor
550.000000
20









FRONTIER FT-IR/NIR,CPU32 MAIN 00.09.1072 09-JANUARY-2014 12:55:01
MIR TGS
MIR
OPTKBR
100262
0.200000

4.000000
FORTE
RAZ„O
ESPECTRO
MAGNITUDE
UNIVERSAL ATR
DUPLO

COMBINADO


0


#HDR
-1
-1
#GR
CM-1
%T
0.00002384185791015625
0.0
4000.000000
-1.000000
3451
8
98.124704
42.183200
#DATA
4000.000000	97.484911 
3999.000000	97.485827 
3998.000000	97.487112 
3997.000000	97.488536 
3996.000000	97.489972 
3995.000000	97.491556 
3994.000000	97.493667 
3993.000000	97.496320 
3992.000000	97.498968 
3991.000000	97.500556 
3990.000000	97.500503 
3989.000000	97.499501 
3988.000000	97.498655 
3987.000000	97.498572 
3986.000000	97.498770 
3985.000000	97.498237 
3984.000000	97.496557 
3983.000000	97.494137 
3982.000000	97.492162 
3981.000000	97.491695 
3980.000000	97.492930 
3979.000000	97.495169 
3978.000000	97.497219 
3977.000000	97.497973 
3976.000000	97.496920 
3975.000000	97.494443 
3974.000000	97.491636 
3973.000000	97.489660 
3972.000000	97.489092 
3971.000000	97.489830 
3970.000000	97.491313 
3969.000000	97.493230 
3968.000000	97.495730 
3967.000000	97.498951 
3966.000000	97.502762 
3965.000000	97.506784 
3964.000000	97.510223 
3963.000000	97.512139 
3962.000000	97.511503 
3961.000000	97.507951 
3960.000000	97.503092 
3959.000000	97.499285 
3958.000000	97.497842 
3957.000000	97.497923 
3956.000000	97.497181 
3955.000000	97.494175 
3954.000000	97.489657 
3953.000000	97.486399 
3952.000000	97.487603 
3951.000000	97.494316 
3950.000000	97.504570 
3949.000000	97.514002 
3948.000000	97.518655 
3947.000000	97.517701 
3946.000000	97.512626 
3945.000000	97.506109 
3944.000000	97.500387 
3943.000000	97.496931 
3942.000000	97.496413 
3941.000000	97.498254 
3940.000000	97.501478 
3939.000000	97.504405 
3938.000000	97.505964 
3937.000000	97.507290 
3936.000000	97.510102 
3935.000000	97.515825 
3934.000000	97.523977 
3933.000000	97.531355 
3932.000000	97.533655 
3931.000000	97.528210 
3930.000000	97.517186 
3929.000000	97.504801 
3928.000000	97.493986 
3927.000000	97.486770 
3926.000000	97.485491 
3925.000000	97.490045 
3924.000000	97.496753 
3923.000000	97.501988 
3922.000000	97.504371 
3921.000000	97.506187 
3920.000000	97.510718 
3919.000000	97.519046 
3918.000000	97.528802 
3917.000000	97.534046 
3916.000000	97.531820 
3915.000000	97.524653 
3914.000000	97.516142 
